Name,Description,frontImage,backImage,vendorName,link,Garment Type,caption
T-SHIRT WITH EMBROIDERED PATCH,"Faded loose-fitting T-shirt featuring a round neck, short sleeves, contrast slogan embroidery on the front and patches on the back.",TshirtFront71,TshirtBack71,Zara,"https://www.zara.com/eg/en/t-shirt-with-embroidered-patch-p06224426.html
",Tshirt,arm brown brownness business business_concern business_organisation business_organization casual cervix concern green greenness insouciant neck nonchalant shirt short sleeve viridity
CONTRAST PRINTED SWEATSHIRT,Boxy fit sweatshirt with a round neck and short sleeves. Contrast print details on the front and back.,TshirtFront72,TshirtBack72,Zara,"https://www.zara.com/eg/en/contrast-printed-sweatshirt-p00679404.html
",Tshirt,Caucasian White White_person adult_female blouse collar cotton cotton_fiber cotton_wool neckband woman
CONTRAST PRINTED T-SHIRT,Oversize round neck T-shirt with long sleeves. Contrast prints on the front and back.,TshirtFront73,TshirtBack73,Zara,"https://www.zara.com/eg/en/contrast-printed-t-shirt-p01165408.html
",Tshirt,band banding color coloring_material colour colouring_material cotton cotton_fiber cotton_wool multi stripe
CONTRAST PRINT T-SHIRT,Loose-fitting round neck T-shirt with short sleeves. Contrast prints and patch on the front and back.,TshirtFront74,TshirtBack74,Zara,"https://www.zara.com/eg/en/contrast-print-t-shirt-p00962456.html
",Tshirt,adult_female brown brownness fashionable leather pant stylish woman
VINTAGE-EFFECT PRINTED T-SHIRT,T-shirt with a round neck and short sleeves. Contrast prints on the front and back. Vintage faded effect.,TshirtFront75,TshirtBack75,Zara,"https://www.zara.com/eg/en/vintage-effect-printed-t-shirt-p01443446.html
",Tshirt,black blackness blouse cervix flowy forepart front front_end inkiness neck one_shot pink print round shirt slide_fastener unit_of_ammunition zip zip_fastener zipper
KNIT T-SHIRT WITH ABSTRACT PRINT,Knit T-shirt made of spun cotton fabric. Featuring a round neckline and short sleeves.,TshirtFront76,TshirtBack76,Zara,"https://www.zara.com/eg/en/knit-t-shirt-with-abstract-print-p04374401.html
",Tshirt,adult_female arm black blackness blue blueness coat fashionable full full-of-the-moon full_moon full_phase_of_the_moon inkiness sleeve stylish woman
T-SHIRT WITH SLOGAN,Boxy fit T-shirt. Round neck and short sleeves. Velvet-effect print with contrast slogan.,TshirtFront78,TshirtBack78,Zara,"https://www.zara.com/eg/en/t-shirt-with-slogan-p00962458.html
",Tshirt,arm beautiful collar color coloring_material colour colouring_material half neckband one-half shirt sleeve
FADED REVERSE-EFFECT T-SHIRT,Boxy fit short sleeve T-shirt with a round neckline. Faded effect.,TshirtFront79,TshirtBack79,Zara,"https://www.zara.com/eg/en/faded-reverse-effect-t-shirt-p06462406.html
",Tshirt,adult_female cervix crop fashionable harvest jacket neck one_shot purple purpleness round stylish unit_of_ammunition woman
KNIT T-SHIRT WITH ABSTRACT PRINT,Knit T-shirt made of spun cotton fabric. Featuring a round neckline and short sleeves.,TshirtFront8,TshirtBack8,Zara,"https://www.zara.com/eg/en/knit-t-shirt-with-abstract-print-p04805401.html
",Tshirt,arm black blackness hanker inkiness long shirt sleeve wool woolen woollen yearn
PRINTED SWEATSHIRT WITH SLOGAN,Loose-fitting sweatshirt with a round neck and short sleeves. Contrast slogan print on the front.,TshirtFront80,TshirtBack80,Zara,"https://www.zara.com/eg/en/printed-sweatshirt-with-slogan-p00679403.html
",Tshirt,Caucasian White White_person line print red redness shirt thin vino wine
T-SHIRT WITH CONTRAST PRINT,Loose-fitting T-shirt with a round neck and short sleeves. Contrast front print.,TshirtFront82,TshirtBack82,Zara,"https://www.zara.com/eg/en/t-shirt-with-contrast-print-p06224434.html
",Tshirt,adult_female brown brownness jacket leather woman
STUDDED POCKET T-SHIRT,Short sleeve round neck T-shirt. Chest patch pocket with metal stud appliqués.,TshirtFront83,TshirtBack83,Zara,"https://www.zara.com/eg/en/studded-pocket-t-shirt-p04087430.html
",Tshirt,black blackness cervix crop harvest inkiness neck one_shot round top unit_of_ammunition wear winter wintertime
FADED T-SHIRT WITH SLOGAN PRINT,"Relaxed fit T-shirt with a round neck and short sleeves. Contrast print slogans on the front. Faded effect and ripped details.<br/><br/>The garment is unique thanks to its special washing process. For this reason, it may differ in colour from that of the photo.",TshirtFront84,TshirtBack84,Zara,"https://www.zara.com/eg/en/faded-t-shirt-with-slogan-print-p06224416.html
",Tshirt,Caucasian White White_person arm black blackness cervix champaign collar cotton cotton_fiber cotton_wool field inkiness neck neckband one_shot plain print round shirt short sleeve unit_of_ammunition
SPRAY PRINT KNIT T-SHIRT,Cropped T-shirt. Round neck and short sleeves. Contrast slogan print on the front with all-over spray-effect print. Irregular trims.,TshirtFront85,TshirtBack85,Zara,"https://www.zara.com/eg/en/spray-print-knit-t-shirt-p04805415.html
",Tshirt,Caucasian White White_person blue blueness cervix cinch color coloring colour colouring girth gray grayness grey greyness lady neck polo-neck shirt simple small turtle turtleneck waist waistline
FADED T-SHIRT WITH CONTRAST PRINT,"Relaxed fit T-shirt with a round neck and short sleeves. Contrast prints on the front and back. Faded effect and ripped details.<br/><br/>The garment is unique thanks to its special washing process. For this reason, it may differ in colour from that of the photo.",TshirtFront86,TshirtBack86,Zara,"https://www.zara.com/eg/en/faded-t-shirt-with-contrast-print-p06224442.html
",Tshirt,adult_female color coloring colour colouring cutis glistening glossy lustrous sheeny shining shiny shirt skin tegument vino wine woman
CONTRAST PRINTED T-SHIRT,T-shirt with a round neckline and short sleeves. Contrast prints on the front and back.,TshirtFront87,TshirtBack87,Zara,"https://www.zara.com/eg/en/contrast-printed-t-shirt-p00962445.html
",Tshirt,green greenness shirt viridity
SLOGAN PRINT SWEATSHIRT,Loose-fitting sweatshirt made of a cotton fabric with a napped interior. Round neck and short sleeves. Contrast slogan print on the front.,TshirtFront88,TshirtBack88,Zara,"https://www.zara.com/eg/en/slogan-print-sweatshirt-p05584417.html
",Tshirt,adult_female cervix neck one_shot pink round shirt unit_of_ammunition woman
SLOGAN PRINT T-SHIRT,Loose-fitting round neck T-shirt with short sleeves. Contrast print on the front.,TshirtFront89,TshirtBack89,Zara,"https://www.zara.com/eg/en/slogan-print-t-shirt-p00962449.html
",Tshirt,Caucasian White White_person air_current breaker champaign cotton cotton_fiber cotton_wool current_of_air field ledgeman plain shirt unisex wind
RAISED SLOGAN T-SHIRT - LIMITED EDITION,Round neck oversize T-shirt with short sleeves. Matching raised slogan on the front. Fade effect.,TshirtFront9,TshirtBack9,Zara,"https://www.zara.com/eg/en/raised-slogan-t-shirt---limited-edition-p00977490.html
",Tshirt,blue blueness cloth cotton cotton_fiber cotton_wool fabric material shirt textile wear winter wintertime
T-SHIRT WITH STWD LOGO,,TshirtFront90,TshirtBack90,Pull&Bear,"https://www.pullandbear.com/eg/en/tshirt-with-stwd-logo-l07241545?cS=800&pelement=593527414
",Tshirt,arm back blouse casual cervix clear dorsum green greenness insouciant neck nonchalant one_shot open round short sleeve unit_of_ammunition viridity
GREY STAR WARS PLUSH T-SHIRT,,TshirtFront91,TshirtBack91,Pull&Bear,"https://www.pullandbear.com/eg/en/grey-star-wars-plush-tshirt-l07593730?cS=802&pelement=602604273
",Tshirt,Caucasian White White_person arm border borderline boundary_line cervix delimitation floral flowered green greenness jag light mete neck one_shot round shirt short sleeve sleeveless unit_of_ammunition viridity visible_light visible_radiation
RIVERMOUTH CLUB FISH T-SHIRT,,TshirtFront92,TshirtBack92,Pull&Bear,"https://www.pullandbear.com/eg/en/rivermouth-club-fish-tshirt-l04248530?cS=251&pelement=593534472
",Tshirt,black blackness casual cotton cotton_fiber cotton_wool inkiness insouciant nonchalant shirt
SHORT SLEEVE T-SHIRT WITH EMBROIDERY,,TshirtFront93,TshirtBack93,Pull&Bear,"https://www.pullandbear.com/eg/en/short-sleeve-tshirt-with-embroidery-l03241567?cS=250&pelement=599517111
",Tshirt,blue blueness brown brownness detail embellishment embroidery item light pant point trouser visible_light visible_radiation
WASHED SHORT SLEEVE STWD T-SHIRT,,TshirtFront94,TshirtBack94,Pull&Bear,"https://www.pullandbear.com/eg/en/washed-short-sleeve-stwd-tshirt-l03241550?cS=611&pelement=596893005
",Tshirt,arm black blackness blue blueness champaign colored colored_person field half inkiness one-half plain shirt short sleeve
FADED BOXY FIT STWD T-SHIRT,,TshirtFront95,TshirtBack95,Pull&Bear,"https://www.pullandbear.com/eg/en/faded-boxy-fit-stwd-tshirt-l03241558?cS=428&pelement=597595650
",Tshirt,Caucasian White White_person ball blouse formal wear wool woolen woollen
FADED BOXY FIT STWD T-SHIRT,,TshirtFront96,TshirtBack96,Pull&Bear,"https://www.pullandbear.com/eg/en/faded-boxy-fit-stwd-tshirt-l03241558?cS=711&pelement=597595649
",Tshirt,Capri adult_female free green greenness liberate loose release shirt unloose unloosen viridity woman
EMBROIDERED ONE PIECE T-SHIRT,,TshirtFront98,TshirtBack98,Pull&Bear,"https://www.pullandbear.com/eg/en/embroidered-one-piece-tshirt-l03243507?cS=700&pelement=608338847
",Tshirt,arm cotton cotton_fiber cotton_wool full full-of-the-moon full_moon full_phase_of_the_moon hanker long shirt sleeve yearn
EMBROIDERED ONE PIECE T-SHIRT,,TshirtFront99,TshirtBack99,Pull&Bear,"https://www.pullandbear.com/eg/en/embroidered-one-piece-tshirt-l03241508?cS=500&pelement=593894790
",Tshirt,adult_female arm black blackness cotton cotton_fiber cotton_wool inkiness shirt short sleeve woman
